Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/terms/LoadTest2309,1,0,56.3263000221923,56.3263000221923,56.3263000221923,56.3263000221923,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest2320,1,0,60.77440001536161,60.77440001536161,60.77440001536161,60.77440001536161,152.0,0.016851689886436802,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest2328,4,0,58.172799996100366,60.329675005050376,58.172799996100366,62.93400004506111,152.0,0.06740675954574721,0.0,62,62,63,63,63,63,63,63,63,63,63
GET,/api/terms/LoadTest2336,1,0,58.82409994956106,58.82409994956106,58.82409994956106,58.82409994956106,152.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest2343,1,0,344.4275000365451,344.4275000365451,344.4275000365451,344.4275000365451,152.0,0.016851689886436802,0.0,340,340,340,340,340,340,340,340,340,340,340
GET,/api/terms/LoadTest2360,1,0,56.62679998204112,56.62679998204112,56.62679998204112,56.62679998204112,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest2368,2,0,57.14379996061325,57.38785001449287,57.14379996061325,57.63190006837249,152.0,0.033703379772873604,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest2436,1,0,56.88070005271584,56.88070005271584,56.88070005271584,56.88070005271584,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest2442,2,0,57,58.36414999794215,56.938800029456615,59.789499966427684,152.0,0.033703379772873604,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest2448,1,0,59.93049999233335,59.93049999233335,59.93049999233335,59.93049999233335,152.0,0.016851689886436802,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest2461,2,0,59.16489998344332,59.51704998733476,59.16489998344332,59.869199991226196,152.0,0.033703379772873604,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest2502,1,0,55.96499994862825,55.96499994862825,55.96499994862825,55.96499994862825,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest2519,1,0,61.24229996930808,61.24229996930808,61.24229996930808,61.24229996930808,152.0,0.016851689886436802,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest2529,4,0,59,59.0778999903705,56.755100027658045,61.596999992616475,152.0,0.06740675954574721,0.0,59,59,62,62,62,62,62,62,62,62,62
GET,/api/terms/LoadTest2549,1,0,58.325399993918836,58.325399993918836,58.325399993918836,58.325399993918836,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest2581,1,0,57.735599926672876,57.735599926672876,57.735599926672876,57.735599926672876,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest2587,1,0,57.71399999503046,57.71399999503046,57.71399999503046,57.71399999503046,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest2633,1,0,60.5648000491783,60.5648000491783,60.5648000491783,60.5648000491783,152.0,0.016851689886436802,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest2655,3,0,57,58.04739997256547,56.47479998879135,61.072499956935644,152.0,0.050555069659310406,0.0,57,57,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest2664,2,0,58.02740005310625,58.63480002153665,58.02740005310625,59.24219998996705,152.0,0.033703379772873604,0.0,59,59,59,59,59,59,59,59,59,59,59
